sequencing_technology,center,trio,sample_id,variant_caller,date,url,ref_genome
10XGenomics,10XGenomics,AshkenazimTrio,HG004,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24149.GRCh38.phased_variants.vcf.gz,GRCh38
10XGenomics,10XGenomics,AshkenazimTrio,HG004,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24149.phased_variants.reformatted.vcf.gz,GRCh38
10XGenomics,10XGenomics,AshkenazimTrio,HG002,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24385.dels.reformatted.vcf.gz,GRCh38
10XGenomics,10XGenomics,AshkenazimTrio,HG002,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24385.GRCh38.dels.reformatted.vcf.gz,GRCh38
10XGenomics,10XGenomics,AshkenazimTrio,HG002,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24385.GRCh38.dels.vcf.gz,GRCh38
10XGenomics,10XGenomics,AshkenazimTrio,HG002,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24385.GRCh38.large_svs.vcf.gz,GRCh38
10XGenomics,10XGenomics,AshkenazimTrio,HG002,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24385.GRCh38.phased_variants.reformatted.vcf.gz,GRCh38
10XGenomics,10XGenomics,AshkenazimTrio,HG002,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24385.GRCh38.phased_variants.vcf.gz,GRCh38
10XGenomics,10XGenomics,AshkenazimTrio,HG002,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24385.phased_variants.reformatted.vcf.gz,GRCh38
10XGenomics,10XGenomics,AshkenazimTrio,HG002,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24385_300G/NA24385.GRCh38.dels.reformatted.vcf.gz,GRCh38
10XGenomics,10XGenomics,AshkenazimTrio,HG002,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24385_300G/NA24385.GRCh38.dels.vcf.gz,GRCh38
10XGenomics,10XGenomics,AshkenazimTrio,HG002,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24385_300G/NA24385.GRCh38.large_svs.vcf.gz,GRCh38
10XGenomics,10XGenomics,AshkenazimTrio,HG002,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24385_300G/NA24385.GRCh38.phased_variants.reformatted.vcf.gz,GRCh38
10XGenomics,10XGenomics,AshkenazimTrio,HG002,Supernova,04122018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24385_300G/NA24385.GRCh38.phased_variants.vcf.gz,GRCh38
,Baylor,AshkenazimTrio,HG002,sniffles,05092017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Baylor_sniffles_05092017/all_reads.fa.giab_h002_ngmlr-0.2.3_mapped.bam.sniffles1kb_auto_noalts.vcf.gz,
,Baylor,AshkenazimTrio,HG003,sniffles,05092017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Baylor_sniffles_05092017/all_reads.fa.giab_h003_ngmlr-0.2.3_mapped.bam.sniffles1kb_auto_noalts.vcf.gz,
,Baylor,AshkenazimTrio,HG004,sniffles,05092017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Baylor_sniffles_05092017/all_reads.fa.giab_h004_ngmlr-0.2.3_mapped.bam.sniffles1kb_auto_noalts.vcf.gz,
ILLUMINA,BilkentUni,AshkenazimTrio,,tardis,052119,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BilkentUni_IlluminaHiSeq_TARDIS_mrCaNaVar_05212019/AJtrio_TARDIS.bilkentuniv.052119.vcf.gz,
ILLUMINA,BilkentUni,AshkenazimTrio,,mrCaNaVar,082815,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BilkentUni_IlluminaHiSeq_VariationHunter_mrCaNaVar_08282015/AJTrio.mrcanavar.segdups.bilkentuniv.082815.vcf.gz,
ILLUMINA,BilkentUni,AshkenazimTrio,HG002,mrCaNaVar,082815,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BilkentUni_IlluminaHiSeq_VariationHunter_mrCaNaVar_08282015/HG002.commonlaw.deletions.bilkentuniv.082815.vcf.gz,
ILLUMINA,BilkentUni,AshkenazimTrio,HG003,mrCaNaVar,082815,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BilkentUni_IlluminaHiSeq_VariationHunter_mrCaNaVar_08282015/HG003.commonlaw.deletions.bilkentuniv.082815.vcf.gz,
ILLUMINA,BilkentUni,AshkenazimTrio,HG004,mrCaNaVar,082815,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BilkentUni_IlluminaHiSeq_VariationHunter_mrCaNaVar_08282015/HG004.commonlaw.deletions.bilkentuniv.082815.vcf.gz,
,BilkentUni,AshkenazimTrio,,tardis,072319,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BilkentUni_mrCaNaVaR_GRCh38_07242019/AJtrio_TARDIS.bilkentuniv.072319.vcf.gz,GRCh38
,Roche,AshkenazimTrio,HG002,MetaSV,09172015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BINA_MetaSV_09172015/HG002/variants.vcf.gz,
,Roche,AshkenazimTrio,HG003,MetaSV,09172015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BINA_MetaSV_09172015/HG003/variants.vcf.gz,
,Roche,AshkenazimTrio,HG004,MetaSV,09172015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BINA_MetaSV_09172015/HG004/variants.vcf.gz,
,Roche,AshkenazimTrio,HG002,MetaSV,12072015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BINA_MetaSV_12072015/HG002/variants.vcf.gz,
,Roche,AshkenazimTrio,HG003,MetaSV,12072015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BINA_MetaSV_12072015/HG003/variants.vcf.gz,
,Roche,AshkenazimTrio,HG004,MetaSV,12072015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BINA_MetaSV_12072015/HG004/variants.vcf.gz,
,Roche,AshkenazimTrio,HG002,MetaSV,10142016,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BINA_Roche_MetaSV_10142016/HG002/variants.vcf.gz,
,Roche,AshkenazimTrio,HG003,MetaSV,10142016,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BINA_Roche_MetaSV_10142016/HG003/variants.vcf.gz,
,Roche,AshkenazimTrio,HG004,MetaSV,10142016,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BINA_Roche_MetaSV_10142016/HG004/variants.vcf.gz,
Bionano,Bionano,AshkenazimTrio,HG003,,06172019,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Bionano_haplotype_SV_DLS_06172019/AJ_SV_GRCh38_no_alt/GM24143_SV_GRCh38_no_alt/exp_refineFinal1_merged_filter_inversions_nmc.vcf,GRCh38
Bionano,Bionano,AshkenazimTrio,HG004,,06172019,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Bionano_haplotype_SV_DLS_06172019/AJ_SV_GRCh38_no_alt/GM24149_SV_GRCh38_no_alt/exp_refineFinal1_merged_filter_inversions_nmc.vcf,GRCh38
Bionano,Bionano,AshkenazimTrio,HG002,,06172019,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Bionano_haplotype_SV_DLS_06172019/AJ_SV_GRCh38_no_alt/GM24385_SV_GRCh38_no_alt/exp_refineFinal1_merged_filter_inversions_nmc.vcf,GRCh38
Bionano,Bionano,AshkenazimTrio,HG003,,06172019,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Bionano_haplotype_SV_DLS_06172019/AJ_SV_hs37d5/GM24143_SV_hs37d5/exp_refineFinal1_merged_filter_inversions_nmc.vcf,GRCh37
Bionano,Bionano,AshkenazimTrio,HG004,,06172019,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Bionano_haplotype_SV_DLS_06172019/AJ_SV_hs37d5/GM24149_SV_hs37d5/exp_refineFinal1_merged_filter_inversions_nmc.vcf,GRCh37
Bionano,Bionano,AshkenazimTrio,HG002,,06172019,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Bionano_haplotype_SV_DLS_06172019/AJ_SV_hs37d5/GM24385_SV_hs37d5/exp_refineFinal1_merged_filter_inversions_nmc.vcf,GRCh37
,Broad,AshkenazimTrio,,svaba,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Broad_svaba_05052017/full.svaba.denovo.indel.q40.vcf,
,Broad,AshkenazimTrio,,svaba,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Broad_svaba_05052017/full.svaba.denovo.indel.vcf,
,Broad,AshkenazimTrio,,svaba,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Broad_svaba_05052017/full.svaba.denovo.sv.q40.vcf,
,Broad,AshkenazimTrio,,svaba,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Broad_svaba_05052017/full.svaba.denovo.sv.vcf,
,Broad,AshkenazimTrio,,svaba,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Broad_svaba_05052017/full.svaba.germline.indel.vcf,
,Broad,AshkenazimTrio,,svaba,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Broad_svaba_05052017/full.svaba.germline.sv.convBNDtoDEL.vcf,
,Broad,AshkenazimTrio,,svaba,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Broad_svaba_05052017/full.svaba.germline.sv.vcf,
,Broad,AshkenazimTrio,,svaba,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Broad_svaba_05052017/full.svaba.unfiltered.denovo.indel.vcf,
,Broad,AshkenazimTrio,,svaba,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Broad_svaba_05052017/full.svaba.unfiltered.denovo.sv.vcf,
,Broad,AshkenazimTrio,,svaba,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Broad_svaba_05052017/full.svaba.unfiltered.germline.indel.vcf,
,Broad,AshkenazimTrio,,svaba,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Broad_svaba_05052017/full.svaba.unfiltered.germline.sv.vcf,
,Broad,AshkenazimTrio,HG002,svaba,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Broad_svaba_05052017/HG002.svaba.germline.sv.convBNDtoDEL.vcf,
,Broad,AshkenazimTrio,HG003,svaba,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Broad_svaba_05052017/HG003.svaba.germline.sv.convBNDtoDEL.vcf,
,Broad,AshkenazimTrio,HG004,svaba,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Broad_svaba_05052017/HG004.svaba.germline.sv.convBNDtoDEL.vcf,
,BU,AshkenazimTrio,HG002,lumpy,06252018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BU_GRCh38_SVs_06252018/ajtrio.lumpy.svtyper.HG002.md.sorted.recal.vcf.gz,GRCh38
,BU,AshkenazimTrio,HG003,lumpy,06252018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BU_GRCh38_SVs_06252018/ajtrio.lumpy.svtyper.HG003.md.sorted.recal.vcf.gz,GRCh38
,BU,AshkenazimTrio,HG004,lumpy,06252018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BU_GRCh38_SVs_06252018/ajtrio.lumpy.svtyper.HG004.md.sorted.recal.vcf.gz,GRCh38
,BU,AshkenazimTrio,HG002,GATK,06252018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BU_GRCh38_SVs_06252018/HG002.gatk.raw.snps.indels.vcf.gz,GRCh38
,BU,AshkenazimTrio,HG002,scalpel,06252018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BU_GRCh38_SVs_06252018/HG002.scalpel.vcf.gz,GRCh38
,BU,AshkenazimTrio,HG003,GATK,06252018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BU_GRCh38_SVs_06252018/HG003.gatk.raw.snps.indels.vcf.gz,GRCh38
,BU,AshkenazimTrio,HG003,scalpel,06252018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BU_GRCh38_SVs_06252018/HG003.scalpel.vcf.gz,GRCh38
,BU,AshkenazimTrio,HG004,GATK,06252018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BU_GRCh38_SVs_06252018/HG004.gatk.raw.snps.indels.vcf.gz,GRCh38
,BU,AshkenazimTrio,HG004,scalpel,06252018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BU_GRCh38_SVs_06252018/HG004.scalpel.vcf.gz,GRCh38
,BU,AshkenazimTrio,HG002,manta,06252018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BU_GRCh38_SVs_06252018/manta.HG002.vcf.gz,GRCh38
,BU,AshkenazimTrio,HG003,manta,06252018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BU_GRCh38_SVs_06252018/manta.HG003.vcf.gz,GRCh38
,BU,AshkenazimTrio,HG004,manta,06252018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BU_GRCh38_SVs_06252018/manta.HG004.vcf.gz,GRCh38
ILLUMINA,BU,AshkenazimTrio,HG002,scalpel,04202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BU_HiSeq300x_scalpel_v0.4.1_04202017/hg002.scalpel.vcf,
ILLUMINA,BU,AshkenazimTrio,HG003,scalpel,04202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BU_HiSeq300x_scalpel_v0.4.1_04202017/hg003.scalpel.vcf,
ILLUMINA,BU,AshkenazimTrio,HG004,scalpel,04202017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BU_HiSeq300x_scalpel_v0.4.1_04202017/hg004.scalpel.vcf,
CompleteGenomics,CompleteGenomics,AshkenazimTrio,HG003,CGAtools,06122015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/CompleteGenomics_newLFR_CGAtools_06122015/vcfBeta-GS000039524-ASM-NA24143_WellCount.vcf,
CompleteGenomics,CompleteGenomics,AshkenazimTrio,HG002,CGAtools,06122015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/CompleteGenomics_newLFR_CGAtools_06122015/vcfBeta-GS000039526-ASM-NA24385_WellCount.vcf,
CompleteGenomics,CompleteGenomics,AshkenazimTrio,HG004,CGAtools,06122015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/CompleteGenomics_newLFR_CGAtools_06122015/vcfBeta-GS000039541-ASM-NA24149_WellCount.vcf,
CompleteGenomics,CompleteGenomics,AshkenazimTrio,,CGAtools,08082014,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/CompleteGenomics_RefMaterial_SmallVariants_CGAtools_08082014/AshkenaziTrio_RefMaterial_SmallVariants.vcf,
,Cornell,AshkenazimTrio,HG002,tardis,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Cornell_Tardis_05052017/HG002_AJ_tardis.filtered.vcf,
,Cornell,AshkenazimTrio,HG003,tardis,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Cornell_Tardis_05052017/HG003_AJ_tardis.filtered.vcf,
,Cornell,AshkenazimTrio,HG004,tardis,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Cornell_Tardis_05052017/HG004_AJ_tardis.filtered.vcf,
PACBIO,PacBio,AshkenazimTrio,HG002,sniffles,02262016,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/CSHL_PacBio_snifflesv01_02262016/H0002_Snifflesv01.9reads_02_8.vcf,
PACBIO,PacBio,AshkenazimTrio,HG003,sniffles,02262016,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/CSHL_PacBio_snifflesv01_02262016/H0003_Snifflesv01.9reads_02_8.vcf,
PACBIO,PacBio,AshkenazimTrio,HG004,sniffles,02262016,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/CSHL_PacBio_snifflesv01_02262016/H0004_Snifflesv01.9reads_02_8.vcf,
PACBIO,PacBio,AshkenazimTrio,HG002,sniffles,11032015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/CSHL_PacBio_snifflesv01_11032015/Sniffles01_H002_8reads_11_12.vcf,
PACBIO,PacBio,AshkenazimTrio,HG003,sniffles,11032015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/CSHL_PacBio_snifflesv01_11032015/Sniffles01_H003_8reads_11_12.vcf,
PACBIO,PacBio,AshkenazimTrio,HG004,sniffles,11032015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/CSHL_PacBio_snifflesv01_11032015/Sniffles01_H004_8reads_11_12.vcf,
,DNAnexus,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Assembly_Reference_Calls/parliament_10x.assembly.reference.vcf,
,DNAnexus,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Assembly_Reference_Calls/parliament_12x.assembly.reference.vcf,
,DNAnexus,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Assembly_Reference_Calls/parliament_15x.assembly.reference.vcf,
,DNAnexus,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Assembly_Reference_Calls/parliament_17x.assembly.reference.vcf,
,DNAnexus,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Assembly_Reference_Calls/parliament_20x.assembly.reference.vcf,
,DNAnexus,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Assembly_Reference_Calls/parliament_3x.assembly.reference.vcf,
,DNAnexus,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Assembly_Reference_Calls/parliament_5x.assembly.reference.vcf,
,DNAnexus,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Assembly_Reference_Calls/parliament_7x.assembly.reference.vcf,
,DNAnexus,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Assembly_Variant_Calls/parliament_10x.assembly.vcf,
,DNAnexus,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Assembly_Variant_Calls/parliament_12x.assembly.vcf,
,DNAnexus,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Assembly_Variant_Calls/parliament_15x.assembly.vcf,
,DNAnexus,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Assembly_Variant_Calls/parliament_17x.assembly.vcf,
,DNAnexus,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Assembly_Variant_Calls/parliament_20x.assembly.vcf,
,DNAnexus,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Assembly_Variant_Calls/parliament_3x.assembly.vcf,
,DNAnexus,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Assembly_Variant_Calls/parliament_5x.assembly.vcf,
,DNAnexus,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Assembly_Variant_Calls/parliament_7x.assembly.vcf,
PACBIO,PacBio,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Pacbio_Reference_Calls/parliament_10x.pacbio.reference.vcf,
PACBIO,PacBio,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Pacbio_Reference_Calls/parliament_12x.pacbio.reference.vcf,
PACBIO,PacBio,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Pacbio_Reference_Calls/parliament_15x.pacbio.reference.vcf,
PACBIO,PacBio,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Pacbio_Reference_Calls/parliament_17x.pacbio.reference.vcf,
PACBIO,PacBio,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Pacbio_Reference_Calls/parliament_20x.pacbio.reference.vcf,
