giab_id_cdk,biosample,trio,dna_id,ref_genome,snps,indels,phased_genotypes,ftp_vcf_file
Not Available,Not Available,Not Available,Not Available,NA,3456002,48317,65.2% (2752100/4218865),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/CompleteGenomics_newLFR_CGAtools_06122015/vcfBeta-GS000039526-ASM-NA24385_WellCount.vcf
Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass/HG002_250bp_50x_fermikit.sv_refalt_head.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,38385,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass/HG002.HySA.build37_refalt_head.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG003_pass/father_hap_refsplit20160129_1kb_bionano_withID_gt19bp.sort.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,3447327,14373,2.09 (3234677/1547661),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_v4.2_SmallVariantDraftBenchmark_07092020/supplementaryFiles/HG004_GRCh38_CHROM1-22_v4.2_all.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,1982,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05252018/hs37d5/HG2_Dove_MHAP_0417.l100c500.no_ns.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass/HG002.commonlaw.deletions.bilkentuniv.082815_refalt_head.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/inputvcfs_preformatted/HG003_pass/hg19.HG003.pbsv.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,2218,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05252018/GRCh38/HG2_10X_pseu2.2_0916.l100c500.vcf.gz
HG003,SAMN03283345,ASHKENAZI_JEWISH,NA24149,NA,0,0,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003Run01-13262252/HG003Run01_S1.SV.vcf
Not Available,Not Available,Not Available,Not Available,NA,0,3289,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/inputvcfs_preformatted/HG002_pass/HG002_SpiralVariants_refine_v1.1_norm.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,329,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/GRCh38/HG2_NGha_DIS_0916.l100c500.no_ns.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG004/HG004.140818_D00360_0046_AHA5R5ADXX.realigned.recalibrated.lumpy.vcf
Not Available,Not Available,Not Available,Not Available,NA,20338,103,1.26 (11355/8983),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/SevenBridges_GraphGATKRefine_05052017/HG004.hs37d5.60x.union_170414.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,3847338,11261,1.52 (2826954/1862548),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/NA24385_300G/NA24385.GRCh37.phased_variants.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,6345,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/hs37d5/HG2_IFid_pseu2.2_0118.l100c500.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,2246,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/GRCh38/HG2_Dove_MHAP_0417.l100c500.no_ns.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass/HG002_bkscan_deletion_v1.0_05051017_10X_decomposed_norm.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,0.00 (0/3889),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/NA12878/analysis/CLCBIO_Illumina300X_callsets_10012015/U0a_CGATGT_L001_R1_001_paired_Reads_locally_realigned_InDel.vcf
Not Available,Not Available,Not Available,Not Available,NA,28385,8,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/NA12878/Nebraska_NA12878_HG001_TruSeq_Exome/NIST-hg001-7001-b-ensemble.vcf
Not Available,Not Available,Not Available,Not Available,NA,1463,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass/HG002_bkscan_deletion_v1.0_05051017_10X_withID_gt19bp.sort.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,2427,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05252018/GRCh38/HG2_PBcRMHAP_0815.l100c500.no_ns.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,3,1533,- (3/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_fermikit_160505/HG002.fermikit.raw_delgt19.vcf
Not Available,Not Available,Not Available,Not Available,NA,0,1590,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05252018/hs37d5/HG2_10X_pseu2.2_0916.l100c500.no_ns.vcf.gz
HG003,SAMN03283345,ASHKENAZI_JEWISH,NA24149,NA,3314902,17470,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003Run01-13262252/HG003Run01_S1.vcf
Not Available,Not Available,Not Available,Not Available,NA,36520,2,1.40 (21329/15191),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/IonTorrent_TVC_03162015/AmpliseqExome.20141120.NA24631.vcf
Not Available,Not Available,Not Available,Not Available,NA,0,0,1.08 (14219/13186),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass/all_reads.fa.giab_h002_ngmlr-0.2.3_mapped.bam.sniffles1kb_auto_noalts_withID_gt19bp.sort.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,7959,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/inputvcfs_preformatted/HG003_pass/HG003_250bp_fermikit.sv.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,1285,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_12062017/HG2_PB_Bionano.l100c500.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass/Chaisson_PacBio_smrt-sv.dip_Jun2016_indel_refalt_head.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,3973875,15107,1.36 (2785937/2050089),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/PacBio_deepvariant_gatk_pbsv_08282020/HG006/HG006.GRCh38.gatk_hc.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,3878503,4803,1.48 (2762638/1865529),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_09302016/NA24149_hg19/NA24149_hg19_phased_variants.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,3886254,15041,1.35 (2726866/2012815),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/PacBio_deepvariant_gatk_pbsv_08282020/HG006/HG006.hs37d5.gatk_hc.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,- (5707/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/inputvcfswithIDs_170509/HG004_AJ_tardis.filtered.noINV_withID_gt19bp.sort.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG003_pass/HG003.pindel_pass_decomposed_norm.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,6388,1.32 (50317/38028),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/Leicester_HipSTR_GangSTR_05182022/GangSTR/HG005_30x.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,19704,101,1.09 (10274/9430),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/SevenBridges_GraphGATKRefine_05052017/HG003.hs37d5.60x.union_170414.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,6.71 (1858/277),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG004/HG004.140818_D00360_0046_AHA5R5ADXX.realigned.recalibrated.breakseq.vcf
HG005,SAMN03283350,HAN_CHINESE,NA24631,NA,3603263,21309,2265,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_45x_bams_vcfs_PerFlowCell/150420_HG005_Homogeneity_01_Combined-23772816/150420-HG005-Homogeneity-01-Combined_S1.genome.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,4400,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG004_pass/HG004_250bp_fermikit.sv_withID_gt19bp.sort.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG003_pass/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.lumpy_withID_gt19bp.sort.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass/HG002_bkscan_deletion_v1.0_05051017_Ill_decomposed_norm.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,19704,101,1.09 (10274/9430),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/inputvcfs_preformatted/HG003_pass/HG003.hs37d5.60x.union_170414.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,58,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass/HG002-NA24385-50x.union_170414_refalt_head.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,36711,3,1.62 (22711/14000),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/IonTorrent_TVC_03162015/AmpliseqExome.20141120.NA24385.vcf
HG003,SAMN03283345,ASHKENAZI_JEWISH,NA24149,NA,3640742,23584,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/HG003_250bp_All_good-29988042/HG003-250bp-All-good_S1.vcf
Not Available,Not Available,Not Available,Not Available,NA,0,1620,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05252018/GRCh38/HG2_MCha_h1pol_0218.l100c500.no_ns.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,256,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BU_GRCh38_SVs_06252018/HG002.scalpel.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,365,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/SVRefine_v0.6_TruvariReports_NFH/HG2_IFid_pseu2_0118.merged.clustered.0.2.0.2.0.2_vs_GIABv0.6/tp-base.vcf
Not Available,Not Available,Not Available,Not Available,NA,0,1141,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05252018/GRCh38/HG2_Dove_DIS_0417.l100c500.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG003_pass/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.breakseq_pass_refalt_head.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,76,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/SVRefine_v0.6_TruvariReports_NFH/HG2_ACar_cns_0418.merged.clustered.0.2.0.2.0.2_vs_GIABv0.6/fn.vcf
HG005,SAMN03283350,HAN_CHINESE,NA24631,NA,3647848,26567,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_45x_bams_vcfs_PerFlowCell/150424_HG005_Homogeneity_02_All_Zook-22103085/HG005_Run02-22900069/HG005-Run02_S1.vcf
Not Available,Not Available,Not Available,Not Available,NA,4070,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/inputvcfswithIDs_170509/HG003_250bp_fermikit.sv_withID_gt19bp.sort.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,1648,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BU_GRCh38_SVs_06252018/manta.HG004.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,956,1.33 (2611/1969),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG004_pass/HG004.140818_D00360_0046_AHA5R5ADXX.realigned.recalibrated.manta.diploidSV_pass_refalt_head.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,1108,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/inputvcfs_preformatted/HG002_pass/HG2_Dovetail_MHAP.l100c500.no_ns.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,2183,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05252018/hs37d5/HG2_PBcRMHAP_0815.l100c500.no_ns.vcf.gz
HG004,SAMN03283346,ASHKENAZI_JEWISH,NA24143,NA,3720183,24966,3217,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/HG004_250bp_All-29933060/HG004-250bp-All_S1.genome.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,2402,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_12062017/HG4_PBcR_MHAP.l100c500.no_ns.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,2683,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_12062017/HG3_PBcR_MHAP.l100c500.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,3254486,2808,1.57 (2227377/1421445),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_calls_08142015/NA24143_phased_variants.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,1644,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NCBI_BreakScan_05052017_v1.0/HG002_bkscan_deletion_v1.0_05051017.vcf
Not Available,Not Available,Not Available,Not Available,NA,3581849,1951,1.36 (2237691/1640022),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/NA12878/analysis/NIST_union_callsets_06172013/NISTIntegratedCalls_14datasets_131103_allcall_UGHapMerge_HetHomVarPASS_VQSRv2.18_all.primitives.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/inputvcfswithIDs_170509/HG002.140528_D00360_0018_AH8VC6ADXX.realigned.recalibrated.lumpy_withID_gt19bp.sort.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,30,227,- (30/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG003_pass/HG003_250bp_fermikit.raw_min20bp_refalt_head.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG003_pass/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.delly.noLowQual.noIMPRECISE_refalt_head.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,3428958,48028,64.6% (2702524/4181661),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/CompleteGenomics_newLFR_CGAtools_06122015/vcfBeta-GS000039541-ASM-NA24149_WellCount.vcf
HG002,SAMN03283347,ASHKENAZI_JEWISH,NA24385,NA,133,36596,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamplessubmissions/ADF1EDBC-1463-482D-808E-C7EBED5C1161--WUSTL_Variant_Calls/HG002/calls//HG002.CHM13.pbsv.vcf
HG002,SAMN03283347,ASHKENAZI_JEWISH,NA24385,NA,3583059,8,0.43 (1441339/3330165),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamplessubmissions/B581EBA7-8BDE-4C7C-9DEA-78B99A051155--Yale_HPP_Year1_Variant_Calls/HG002//HG002.CHM13Y_EBV.pav.vcf.gz
HG005,SAMN03283350,HAN_CHINESE,NA24631,NA,115,19854,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamplessubmissions/ADF1EDBC-1463-482D-808E-C7EBED5C1161--WUSTL_Variant_Calls/HG005/calls//HG005.hifiasm_pat.pbsv.vcf
Not Available,Not Available,Not Available,Not Available,NA,0,1510,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/hs37d5/HG2_MCha_h0pol_0218.l100c500.no_ns.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,2193,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NCBI_BreakScan_12072017_v1.1/breakscan_v1.1_SVs_insertions.vcf
Not Available,Not Available,Not Available,Not Available,NA,0,2379,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/hs37d5/HG2_PBcRMHAP_0815.l100c500.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,466,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/SpiralBGA_v0.6_TruvariBench/sequence_comparison/fp.vcf
Not Available,Not Available,Not Available,Not Available,NA,0,73,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/SpiralBGA_v0.6_TruvariBench/sequence_comparison/fp_del_nonTR.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,25382,5,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/NA12878/Nebraska_NA12878_HG001_TruSeq_Exome/NIST-hg001-7001-b-gatk.vcf
Not Available,Not Available,Not Available,Not Available,NA,0,2154,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/hs37d5/HG2_Dove_MHAP_0417.l100c500.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,830,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BilkentUni_IlluminaHiSeq_VariationHunter_mrCaNaVar_08282015/HG004.commonlaw.deletions.bilkentuniv.082815.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,5.79 (1802/311),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG003/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.breakseq.vcf
Not Available,Not Available,Not Available,Not Available,NA,0,72,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_12062017/GRCh38_vs_GRCh37.l100c500.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,143,2591,- (143/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/inputvcfs_preformatted/HG003_pass/HG003_NIST_150bp_50x_fermikit.raw_min20bp.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,6204,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/GRCh38/HG2_IFid_pseu2.1_0118.l100c500.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,3585070,8058,1.52 (2160705/1424365),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/NA12878/analysis/NIST_union_callsets_06172013/NISTIntegratedCalls_13datasets_130719_allcall_UGHapMerge_HetHomVarAll_VQSRv2.17_all.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,1525,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05252018/GRCh38/HG2_MCha_h0pol_0218.l100c500.vcf.gz
HG004,SAMN03283346,ASHKENAZI_JEWISH,NA24143,hs37d5,4013389,23550,1.58 (2460701/1552688),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/PacBio_CCS_15kb_20kb_chemistry2/hs37d5/HG004.pbmm2.hs37d5.DeepVariant.v090.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass/Parliament.HG002.pacbioonly_refalt_head.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,2295,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_12062017/HG2_pseudohap2.2.l100c500.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Sentieon_tnscope_05052017/HG002_300x_tnscope_hq_altallele_head.vcf.gz
HG005,SAMN03283350,HAN_CHINESE,NA24631,NA,3596124,22004,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_45x_bams_vcfs_PerFlowCell/150506_HG005_Homogeneity_04_FCA-22365346/150506_HG005_Homogeneity_FCB_Combined-23213657/150506-HG005-Homogeneity-FCB-Combined_S1.vcf
Not Available,Not Available,Not Available,Not Available,NA,3423978,13913,2.09 (3231017/1543710),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_v4.2_SmallVariantDraftBenchmark_07092020/supplementaryFiles/HG003_GRCh38_CHROM1-22_v4.2_all.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,3641960,7523,95677,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/NA12878/analysis/Illumina_PlatinumGenomes_NA12877_NA12878_09162015/hg38/2.0.1/NA12877/NA12877.vcf.gz
